mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,pitch_mean,zcr_mean,centroid_mean,label
-106.062386,136.5316,41.092907,22.786417,6.9179854,21.170084,12.110848,13.401624,2.031129,11.087276,4.6772614,6.901905,2.9461021,240.41647,0.0075767780172413795,2189.1320847800826,healthy
-211.17883,191.93855,-39.995434,43.98484,66.97389,46.878624,-30.827843,-5.731714,7.2947755,-6.6046696,2.3031216,-9.300619,-18.126364,1544.9148,0.016295123922413793,1365.7197282890868,healthy
-126.8696,120.3939,37.7644,31.03077,12.250249,14.872566,1.7310722,16.108067,5.9825964,8.486126,-1.898308,5.714851,1.904941,321.19,0.00760546875,2514.615705663914,healthy
-224.06856,169.5072,-39.895527,69.94539,78.02245,13.290461,-30.088837,0.91441613,15.365904,-13.274468,-20.255583,-1.3490596,-9.816842,1607.026,0.02032421875,1480.912705907383,healthy
-116.03072,129.0308,49.064873,29.357119,7.2792406,11.839803,13.034794,18.418655,3.5987403,5.1643605,2.8285787,7.9586267,1.0634087,279.65656,0.006730679266467066,2357.4702844258036,healthy
-190.65984,174.68901,-31.93163,58.28544,70.54611,33.683132,-22.542582,0.15706867,7.2614703,-12.602054,1.6522944,-1.1496346,-22.906988,671.9757,0.013528606848802395,1350.336302609294,healthy
-168.63898,109.213974,40.512264,34.60806,14.641943,20.415007,8.5892725,16.796637,5.2217784,12.116134,3.1881897,7.9092383,3.18496,285.42953,0.012584635416666667,2809.218502045322,healthy
-279.79575,180.81577,13.769352,42.944183,28.306774,20.776503,-8.908719,-2.2821069,7.7462997,-6.6753488,1.7145374,4.3041563,-9.585561,641.06494,0.015011621900826446,1259.9837420480148,healthy
-116.928345,108.63875,28.537058,27.470903,4.565727,8.358484,9.084203,18.74624,-4.9157634,3.1515677,1.6527773,8.241013,-2.8456838,406.01395,0.010923549107142856,2788.712448527056,healthy
-264.0812,176.08855,24.848125,53.56083,14.192494,-18.273424,-15.277724,17.513182,8.962038,2.573266,0.009061718,-13.561986,-16.156012,475.6035,0.015799386160714284,738.3332448973856,healthy
-111.14978,124.64762,34.49546,25.398643,-0.5209306,20.549856,12.011406,11.076661,-3.9413626,5.8375278,3.686868,1.9348806,0.7126127,337.65436,0.007941750919117647,2412.1843144139875,healthy
-202.82738,214.93098,19.494757,40.820065,13.174461,-16.541075,-10.406971,1.0414896,-10.055049,9.822656,-0.37837884,-15.534267,-10.144901,589.1224,0.011661305147058824,776.6083359800714,healthy
-112.092125,132.59045,37.9697,24.431196,5.5071645,16.402575,10.123302,16.341496,-0.83058965,7.2249765,2.8777754,6.064652,0.39181802,304.38165,0.007403485186688312,2211.699149191636,healthy
-237.28229,212.8854,48.810177,41.19292,8.602802,-10.491764,-11.353894,0.92443234,2.9880705,3.9818685,10.32829,-7.8461447,-12.93655,533.68726,0.011312905844155844,658.1316056144917,healthy
-105.86779,130.89934,46.626377,28.82498,5.666167,10.48305,11.602235,18.4556,2.3642538,7.0527062,5.4402523,9.421912,1.530533,284.50702,0.005519179047131148,2314.3081473687525,healthy
-218.22128,219.63937,44.684902,46.928192,17.276762,-10.585474,-14.479221,11.635318,3.770404,7.385759,11.00958,-0.89936393,-14.563654,503.23,0.009849673411885246,666.7707142494941,healthy
-147.60666,139.0247,-30.571396,24.435001,22.22758,8.783142,-6.109706,11.740884,-9.9845295,-0.14794531,-5.9159503,-6.007592,-8.172372,578.10004,0.010261034443430657,1475.9622143999904,healthy
-201.77988,186.69586,-63.662994,-6.355958,-26.952099,-10.507747,-2.9291282,-5.1138124,2.3527365,-5.2553883,-15.848633,1.8332934,-2.0913815,973.61145,0.030676180428832116,1300.1501298719681,healthy
-162.71677,191.53876,29.805618,28.266855,7.609155,9.882527,8.134206,15.855806,8.640615,-0.6835292,-2.3591094,8.344614,3.9156358,347.08002,0.005194655987394958,883.0642947790977,healthy
-222.77762,261.598,3.5292237,-15.605278,-5.3944793,-28.228788,-50.20704,7.487137,25.069227,3.4966743,-13.746178,-4.9130993,19.218134,724.5475,0.026026621586134453,950.6344056114793,healthy
-118.76091,166.10948,-27.297323,37.80464,3.3458712,16.19502,3.478665,6.6999383,1.6702099,2.7932675,-0.20998292,0.84191597,-1.1388257,412.9023,0.006619200414540816,1459.9558112081268,healthy
-164.85724,214.33502,-49.566845,-10.983137,-29.50324,-15.177767,-30.403648,10.458671,16.480381,-8.406928,-0.27460584,-10.46201,3.3818097,935.5287,0.032724808673469385,1375.0505660850965,healthy
-101.83763,177.72087,-12.820894,31.141573,7.190077,17.153662,5.4054527,9.64021,2.2555609,4.812062,1.3731391,2.6272602,0.56120485,386.00574,0.005239633413461538,1313.75950416262,healthy
-180.44931,237.23277,-26.248224,2.1574523,-33.77156,-3.7874641,-28.094404,17.846556,23.373177,-2.936074,-2.0452063,-2.5400438,-1.4506961,865.34314,0.028760302197802196,1189.5848544170656,healthy
-197.70041,165.12302,-2.8130326,27.85961,12.435938,13.116679,6.252749,7.1363516,4.0931616,2.2363956,0.7568604,1.3644704,0.87660027,424.41086,0.006572251664135096,1242.7370391185016,healthy
-258.10388,177.84436,-0.4541099,22.663658,16.280983,2.7529407,-28.822132,-2.6858358,16.861303,-9.481803,-6.7522054,-3.94134,0.38842085,884.3428,0.022154234021156138,1252.08940238873,healthy
-184.33865,140.66092,-33.82015,37.078804,18.936796,8.88096,0.03190849,8.81827,-4.234838,-2.5080564,-4.9735646,-4.416831,-3.5550983,506.20328,0.010413760230654762,1336.098734044746,healthy
-206.72444,97.92643,-56.338078,97.0904,38.72565,12.211403,-21.520609,-16.865452,16.286043,-6.8081317,-16.514755,-7.130151,1.6472719,758.4009,0.016633533296130952,1924.2652361958953,healthy
-161.60068,192.70868,23.390274,24.144854,4.867585,10.872677,5.876537,11.293738,5.9248967,1.6728661,-1.3038299,4.476465,2.9805486,354.35757,0.005286014441287879,925.8528325890114,healthy
-179.65256,169.66133,-30.44188,50.281048,62.274208,49.322384,-50.959335,6.0276546,27.28533,-19.575071,1.4025745,-2.4117622,-12.641552,744.8488,0.016842004024621212,1572.0369144945073,healthy
-177.14713,180.50218,-2.080969,21.928858,3.5062459,13.230835,4.537678,2.8608727,2.5190022,2.152109,0.46724635,0.69207317,-0.15570739,457.53568,0.007463126346982759,1163.0998102249994,healthy
-225.64026,147.05711,-25.898365,44.898075,59.073555,35.632984,-40.205315,-15.814685,29.894533,-20.1855,-11.102485,3.3465009,-12.015192,1451.7482,0.022309401939655173,1583.9369100957815,healthy
-113.302635,178.89981,-11.476931,33.028244,7.2760096,16.346441,5.515033,8.210021,1.7302922,4.855381,0.0876918,2.293544,-0.5071033,398.02618,0.005311974495515695,1258.0070306122986,healthy
-150.06818,157.93842,-30.122005,74.10214,44.374016,52.84543,-41.644627,-2.6123788,29.7948,-17.45706,-15.490457,-3.1467426,-3.6229684,1323.7375,0.02076180633408072,1784.507186035609,healthy
-198.15334,182.94922,8.004279,31.29721,10.482837,16.208595,11.561598,7.691211,5.2006826,6.820051,4.483199,4.128701,3.4357247,326.10974,0.005006704757462686,1126.7515339333488,healthy
-302.26367,195.87837,14.489294,21.411446,20.490522,18.303638,-13.572606,-1.5032518,12.852456,-5.1095405,0.51864004,-6.0183544,-9.218437,644.8845,0.0165185546875,1256.1098393192742,healthy
-165.03545,146.74576,-38.246017,31.825748,23.871532,-2.9887261,1.8953018,3.5312088,-10.899735,-1.918257,-8.929802,-5.8857307,-4.922994,577.66547,0.010362413194444444,1268.8117859581153,healthy
-275.82007,172.80756,27.659073,44.323055,-5.155049,-8.633135,-34.69387,-19.11561,0.9234878,-11.02365,-12.730253,-7.1482778,13.126224,462.52527,0.020732576884920636,779.7673973205193,healthy
-165.28485,185.22687,32.877903,31.72312,11.850445,11.466443,4.3217564,8.832724,8.3323965,6.8724008,-1.251636,1.3755815,1.698268,340.30273,0.005283115146396396,911.2482425497423,healthy
-231.5799,220.79764,52.653873,39.000717,11.279593,13.151829,-40.83434,6.306949,2.1118786,-16.995016,7.625497,0.6467193,1.6786035,468.3505,0.011894707207207207,716.7728761906022,healthy
-157.75774,184.27147,-8.592941,13.636103,10.910204,19.13785,-0.67774266,3.985028,4.952734,1.3546144,-1.5197656,4.684768,-0.4366363,386.77045,0.006570464199029126,1101.0824673629515,healthy
-263.93362,197.57077,48.60692,38.27421,12.756877,6.786402,-40.439518,-6.868828,8.468665,-14.351722,-8.124425,-9.3061,7.469488,487.15607,0.014162526547330098,759.1557899489598,healthy
-125.066666,185.4088,-9.036851,28.420258,11.469228,17.074146,4.709376,8.860066,3.462453,3.9886882,0.60932046,2.2189012,0.091515616,393.09766,0.005358443976683938,1123.4483978785554,healthy
-226.06343,208.26266,57.642006,58.926773,2.871787,17.497805,-36.994343,-7.144437,7.8274317,-1.795549,3.8093932,-11.843925,12.054227,491.9589,0.0107219478626943,771.7664308299569,healthy
-126.72799,142.37201,24.675161,24.657524,5.6504865,10.821771,5.5636954,6.619288,-0.43619123,0.7631402,-2.620863,1.3404378,-1.6907971,376.94562,0.00830829326923077,1855.3993234743123,healthy
-217.61736,232.28052,-19.053642,-0.9648802,-33.297718,-39.726616,-9.975708,5.6749387,-6.881713,-0.8884557,10.884264,-20.463,-11.001166,663.3716,0.03293269230769231,1038.9022485273997,healthy
-82.3004,82.19922,12.933756,37.636845,22.63936,23.1559,15.861342,15.92513,5.3395944,8.838865,4.0926633,5.60576,3.8666394,247.59302,0.035844550075301206,4343.939576059007,healthy
-176.5467,232.14067,-6.4467893,27.946833,-27.197994,-34.206104,-32.49615,2.698382,2.2993858,-3.0997863,33.073853,-12.827214,-25.209476,608.2634,0.026820171310240965,1200.911396366604,healthy
-151.5512,99.891045,24.918932,40.398724,13.303071,15.251002,7.4438515,6.130694,2.294094,7.1398306,3.8170123,6.6206155,1.5353991,361.9789,0.016526119903433476,3197.925292945762,healthy
-225.36128,199.52347,6.3223925,9.927545,-35.518417,-24.542591,-31.764988,-5.5828733,-3.874682,-14.796986,32.757988,-7.1272717,-35.91372,621.8476,0.029868981357296136,1151.0911771269336,healthy
-82.31525,109.39506,35.894295,42.80421,11.537474,12.015391,8.633206,8.542735,2.6875732,5.997796,4.1818686,8.822806,4.283843,364.03812,0.010518736758474576,3094.005503780545,healthy
-166.5862,235.46947,-15.352663,14.041247,-38.20528,-32.43155,-19.392122,8.781974,-4.6957073,-2.7659705,24.174913,-19.875193,-11.225168,661.58936,0.02703753972457627,1183.2348290202306,healthy
-252.82245,119.13957,25.685614,32.84026,15.037686,16.869228,12.006971,10.165026,6.103108,6.311205,3.4311006,4.5292764,2.5118687,295.68283,0.008386815349690881,2139.03318333403,healthy
-307.95065,179.07018,17.335028,40.047745,13.13924,-6.847381,-17.465456,-8.818257,-0.24818088,-6.494483,10.273892,-6.053692,-20.835627,811.9999,0.02638323430164319,1175.4253368738568,healthy
-117.89807,133.40135,31.174976,32.570465,12.7662945,21.92584,15.829646,13.023425,7.339661,9.955146,3.7726061,7.0514975,2.244336,214.18839,0.01274896978021978,2047.9040198938922,healthy
-159.1576,167.62802,-49.422665,78.51434,60.026077,32.92366,-22.12086,-7.764599,17.642168,-1.3766171,-11.190567,-1.1268487,-17.169168,1553.3099,0.028014466002747252,1755.2484250805305,healthy
-107.69727,96.5982,22.901545,39.64378,21.596575,23.327337,16.220821,18.328123,8.978739,13.066988,7.5851645,7.6622176,5.5444865,209.61691,0.026875398596938774,3324.4096185830017,healthy
-168.00424,172.89062,-59.67704,60.71574,54.556873,54.07002,-18.651424,-11.558371,10.276655,-6.1286364,16.366474,-14.948052,-24.49936,1724.5541,0.06426379145408163,1954.9506308883224,healthy
-135.68068,120.55694,21.483845,33.444103,13.924264,13.835198,6.567979,8.639113,3.2138338,5.3653984,-0.020906892,3.2033749,0.03442445,260.4854,0.007618039153343023,2182.422057430091,healthy
-207.61845,140.23065,-59.27615,83.37056,48.99136,28.348553,-17.028337,-23.831108,19.868921,-0.45803514,-2.5479643,-10.383559,-21.813744,1428.0236,0.034019292787063955,1882.8801022470172,healthy
-117.89807,133.40135,31.174976,32.570465,12.7662945,21.92584,15.829646,13.023425,7.339661,9.955146,3.7726061,7.0514975,2.244336,214.18839,0.01274896978021978,2047.9040198938922,healthy
-159.1576,167.62802,-49.422665,78.51434,60.026077,32.92366,-22.12086,-7.764599,17.642168,-1.3766171,-11.190567,-1.1268487,-17.169168,1553.3099,0.028014466002747252,1755.2484250805305,healthy
-273.30377,95.9407,25.867908,44.356255,20.722578,23.302197,17.335846,16.289494,11.464125,11.470264,6.676445,7.591751,4.7419095,238.93071,0.0100372314453125,2329.7994297095693,healthy
-281.55453,192.38425,4.697798,29.723835,24.35972,17.64354,-11.34616,-11.924223,-0.21417144,-9.412062,3.0526075,-6.4785643,-18.656944,883.2443,0.022068023681640625,1278.7536982951303,healthy
-128.55452,131.37173,28.680292,30.954401,7.2482643,9.773924,4.9624243,6.3129563,-2.2531085,0.4274099,-2.1798472,1.9516668,-1.9269676,305.588,0.007586669921875,1847.9556395722157,healthy
-257.01172,199.92307,52.311382,38.8725,-12.485942,-13.626823,-15.698532,-8.918902,-8.893479,-16.82788,5.517542,-6.328458,-8.016867,435.83496,0.01341552734375,635.2338343733651,healthy
-97.82286,87.65165,22.348167,48.626385,28.223059,26.844885,20.17837,19.724035,10.827739,12.163952,2.8946862,4.8014674,1.2548515,250.91454,0.022750051398026317,3382.1701126981807,healthy
-240.80765,204.72548,57.44799,85.29115,29.326674,-7.4479203,-19.01798,-4.9094634,-20.570341,-20.339033,6.511209,0.36388564,-21.70607,425.15414,0.014256527549342105,712.5670690837087,healthy
-123.808495,91.29217,25.04053,40.5379,13.248224,20.33919,11.888664,7.5178375,2.5490572,2.8435285,-2.3242671,0.4053297,-3.203233,300.54785,0.018113982371794873,3368.8730454652127,healthy
-293.2902,189.42554,68.7281,47.008724,-7.137934,-9.893524,-9.019251,-11.35628,-8.335969,-14.570732,6.363677,3.44028,-19.781733,435.59586,0.01510166266025641,636.3757197500472,healthy
-108.53114,113.47074,31.107029,40.104088,18.914959,23.155773,17.305044,16.181963,7.9815617,7.723655,2.4536543,5.457086,0.25554997,268.2163,0.008610905827702704,2769.3597353282403,healthy
-255.87653,228.32195,71.14232,59.63522,14.909349,2.467254,-13.999462,-22.528654,-3.7457366,-4.7422795,0.34999344,5.7314377,-11.614077,432.44675,0.010405669341216216,533.8133341057285,healthy
-160.5383,148.35811,11.671734,25.542702,3.90233,6.242775,5.0975304,8.940523,-2.733636,-4.1365237,-0.69826186,3.4609578,-5.3292456,371.00613,0.008138020833333334,1333.8420666918282,healthy
-198.03569,188.0688,-3.9780293,24.372807,-48.381756,-19.6232,-11.228746,0.09952753,7.806112,-8.534516,-24.021631,7.4454474,10.303543,715.26227,0.025379527698863636,1214.2681172860641,healthy
-133.3446,168.36945,32.577785,33.739323,15.549475,21.568865,7.2109375,5.2155766,0.5836142,8.548425,6.8902097,1.6693579,-2.4136798,263.8616,0.004874465811965812,1241.0234850929642,healthy
-224.85841,253.92935,14.079217,-7.2062945,2.8789654,-37.95976,-43.59952,11.914941,22.332003,-4.803463,-22.376791,8.0689335,6.1873817,638.6639,0.026371360844017096,957.1197034837545,healthy
-145.92477,166.28944,26.424849,31.880672,6.766887,9.506723,1.7277173,8.605515,3.1364145,3.0827172,-1.3541327,0.6793133,-1.8883847,327.0212,0.006112905649038462,1262.2291140086907,healthy
-205.28366,218.01497,6.071041,1.8209994,-32.93695,-27.28189,-33.76499,16.615726,23.256521,-16.452663,-11.750545,20.422623,1.040933,709.1089,0.028645833333333332,1143.5709084119023,healthy
-114.52499,174.042,12.338649,20.966122,7.8880587,18.104027,6.1398025,9.162072,4.3291078,4.372012,0.68654376,1.5514431,-2.4330838,368.35297,0.005378454773869347,1340.619344188691,healthy
-247.74951,226.41325,14.784705,-11.5267315,-24.724457,-28.292007,-27.38541,11.731572,25.520784,-7.5133595,-17.584833,15.678808,3.007758,708.03644,0.026987967179648242,1049.0227855461221,healthy
-168.96378,155.15753,24.336174,31.84964,10.786711,14.856443,4.5474515,8.287151,3.817919,2.934218,0.6911403,2.7049007,-0.904679,329.4651,0.007437521581491712,1417.485490307897,healthy
-311.78894,175.57025,24.543186,30.670135,17.39463,-2.3565862,-27.905197,1.4092706,16.797905,-9.19604,-15.763927,5.5529428,2.0464501,1021.652,0.023998825705693186,1306.1407647298092,healthy
-152.04094,145.67319,10.446711,31.923042,5.3359623,0.030286018,0.41387635,12.600179,2.9287584,-6.4899516,-5.358661,3.059472,-3.6233673,368.6591,0.00816173427152318,1363.494499538555,healthy
-208.4352,109.05087,-28.4557,77.07513,48.526077,28.023418,-41.95161,-0.27035463,23.712807,-8.672457,-28.037575,-1.4864324,1.6586367,1422.5817,0.021403533733443707,2109.9411602079135,healthy
-136.55078,166.0715,28.805607,30.533928,14.513411,22.700766,13.465265,12.001153,3.6730933,2.6464097,1.8218484,6.229101,0.45846534,259.919,0.004987980769230769,1294.3452839653164,healthy
-183.29333,168.2137,-23.724548,40.56618,84.36305,35.852795,-41.186695,-4.9842005,17.682295,-1.639081,-25.417341,3.0303307,-13.499119,1894.0656,0.042240084134615385,1825.1632322550402,healthy
-161.41437,154.55656,33.547447,34.970108,15.017336,23.944294,7.755087,5.2557707,-1.5267566,2.321132,2.2119908,3.0623848,-1.7848135,313.3935,0.006427556818181818,1264.8199987891207,healthy
-202.65573,134.67943,-26.330074,69.41766,72.06012,37.767204,-50.908054,0.4523085,16.333948,-10.485909,-19.690691,-1.8667617,-5.0553045,1702.8196,0.03241595643939394,1960.7877295956227,healthy
-139.80888,157.09825,19.14526,33.681976,14.442177,21.318338,8.96249,9.071025,1.5636111,4.7790527,3.8408062,3.8406932,-1.8399976,294.4671,0.005656177212732919,1387.39294593931,healthy
-178.85011,116.92952,-30.183369,76.63493,69.06242,42.301647,-51.57565,5.7690244,27.963036,-5.811825,-14.610094,3.3599763,2.5556843,2328.9263,0.03444960694875776,2326.1921482771477,healthy
-173.55473,158.76132,23.336594,29.105307,8.540863,15.02544,9.3488035,10.805727,4.2462378,4.987064,2.6692123,4.345708,0.5885375,333.60284,0.008086186305732485,1598.8664261866506,healthy
-267.3977,161.71255,-2.1299512,42.549347,15.28384,14.190666,-20.87586,6.8747816,14.328735,-12.153065,-3.9110377,8.573014,-6.175723,1348.4668,0.032900390625,1859.4459539330182,healthy
-161.16133,136.33528,9.694751,33.438244,10.950502,4.074398,-8.123061,5.947647,9.015796,0.016078277,-7.983489,1.2437955,-0.7025855,382.5397,0.008307961856617647,1431.442326771604,healthy
-272.881,170.07074,53.18464,40.653286,0.1592104,7.6466055,-12.68348,-4.5906377,-0.26612586,-4.465772,-12.705835,2.3051875,4.083471,407.58948,0.011050953584558824,846.4383490169181,healthy
-140.59935,161.57918,37.18395,35.655773,14.628108,22.816399,9.035802,9.443302,1.6267911,4.175644,3.50883,4.861876,0.6583318,273.55414,0.004894167877906977,1321.9891221392604,healthy
-246.44861,209.46085,80.76725,47.25287,2.6989963,-6.590032,-30.565939,-1.5879208,3.1370344,-3.5035496,-19.28887,3.4011896,8.8466835,482.3997,0.013539395591085272,806.4524556932597,healthy
-166.59354,163.67259,32.946796,36.78465,13.411634,11.692306,-1.9669608,4.6429186,4.8741603,4.370669,-0.089768104,0.72314954,-1.9468132,320.72565,0.005699573863636363,1210.0983630379014,healthy
-251.80876,196.40591,66.78101,52.7333,3.8852592,-1.2329767,-24.552435,0.41416228,1.5968759,-10.147416,-11.845616,6.4465413,-0.37806323,472.05298,0.013594933712121213,784.6984829058691,healthy
-149.7137,161.81326,36.2236,38.838184,11.403363,10.082386,-5.2401485,10.838892,11.658446,4.4744887,-3.8607926,2.3266053,3.0993152,318.57248,0.005320690524193548,1225.5025806003862,healthy
-237.17432,201.71234,72.29448,44.792526,-6.0305457,7.9871426,-14.391066,4.531394,-0.31972298,-3.3510702,-11.453701,-0.62970716,6.783123,510.0903,0.010880796370967743,772.6210922230503,healthy
-131.97882,172.38937,12.385227,31.624817,9.118697,5.825402,1.4312394,9.106774,3.2010415,-3.5765224,-4.9639797,3.5779219,-3.5226872,371.30197,0.005771213107638889,1196.2243337739026,healthy
-240.52037,237.57861,23.538849,-8.415874,-37.97895,-35.652252,-23.263676,6.852534,-11.842082,7.508505,11.479078,-13.904308,0.09698115,700.0354,0.028717041015625,950.9525823983469,healthy
-86.035706,153.68588,18.035734,19.536274,13.103621,21.584696,4.3238473,9.738015,4.3705974,4.821303,3.4191365,4.16906,0.96521044,340.58368,0.006564670138888889,1982.0281756490908,healthy
-192.89352,240.46817,-14.027771,-14.531549,-12.291161,-34.14433,-30.826923,20.284393,-5.0025277,1.569247,17.310562,-5.116867,4.6558037,690.3927,0.027748842592592592,1142.2402798040705,healthy
-126.83697,165.14389,6.875441,15.557699,5.57656,26.142178,0.23397212,2.6782944,8.798023,0.999864,-0.07356233,5.0016737,-0.016192852,413.44327,0.008396314538043478,1488.2198581540338,healthy
-204.94319,217.73752,-17.70205,-30.730972,-25.94252,-19.333748,-38.491768,15.930282,-1.2003537,1.0362608,9.393639,-20.527647,9.3647995,721.0163,0.03197180706521739,1199.7844222384526,healthy
-111.37539,159.8371,31.652037,23.223621,7.496347,18.989746,7.308136,10.090988,2.2592416,5.4729934,4.4778423,3.8875918,1.000748,338.8404,0.005988721026490066,1656.5638347677038,healthy
-216.5696,237.25233,6.479207,-7.816705,-29.78256,-23.617989,-24.18293,10.411542,-0.8565488,5.590787,11.030309,-5.250577,8.274007,715.24756,0.027359918253311258,1093.124841737859,healthy
-199.10117,146.51314,19.996847,23.350273,9.836517,18.73212,5.8267636,8.690938,5.3032293,4.0554748,2.3864186,4.043794,1.5326684,356.8858,0.006891147288800516,1859.3911011540915,healthy
-315.10452,180.50563,12.438642,11.946587,11.2147255,-10.461828,-20.866795,2.1584141,4.7070527,-2.2296398,5.376701,-3.0411725,-3.8164628,1138.1926,0.02691886229714065,1305.0988292022034,healthy
-98.048225,178.6338,-14.211521,13.307972,7.1956935,16.447884,-0.8777453,1.3997359,0.7059144,-0.18048133,-5.7478,-0.89495796,-4.888856,396.6149,0.00702124905873494,1260.0240033648463,healthy
-193.57155,150.10847,-56.29257,49.59404,59.59946,41.599873,-42.28594,-14.10603,28.826483,-16.383059,-15.551905,1.755666,-17.623629,1876.8705,0.04112151731927711,1991.6283999920558,healthy
-96.58939,149.41086,14.921527,15.703857,11.477855,24.73383,4.6337867,6.829577,5.2978253,2.4277947,2.049231,5.8762655,0.65473115,387.5617,0.005987399961890244,1873.8013843059307,healthy
-208.63596,136.6561,-69.121704,75.23289,68.887085,35.178455,-29.617006,-2.1438737,29.272871,-5.0771627,-8.774881,3.6604521,-12.501895,2404.8667,0.032464748475609755,2106.828888957798,healthy
-149.02467,169.05968,3.3457513,17.554697,14.196794,17.25813,3.4330485,7.9642735,3.6746607,3.766009,2.0837345,4.1450677,0.9621956,390.9409,0.005804716651119403,1488.9672541545413,healthy
-194.39908,143.99509,-68.87545,66.72289,56.968277,42.389893,-45.84672,5.3783045,20.627354,-18.591032,5.4957047,-10.786227,-8.764085,2248.1677,0.04535185401119403,2402.580004683952,healthy
-95.90643,157.91803,21.895756,19.729202,13.078806,21.521885,4.908805,11.940802,4.915916,5.478972,3.9370594,4.004191,1.9200815,276.38144,0.00496773097826087,1755.7445694512137,healthy
-149.756,135.37811,-63.262802,76.56413,70.358864,25.671309,-22.700184,0.059704863,20.505047,5.1402507,-3.2440965,-4.293458,-12.432189,1909.1979,0.03359587296195652,2320.912862778377,healthy
-211.64389,137.49544,28.527267,30.357038,12.4584875,21.348629,8.12976,12.972788,6.882069,6.492958,4.7457414,5.72985,4.6065187,321.28723,0.008083767361111112,1687.2418937843147,healthy
-291.33356,182.84079,6.2754765,25.733486,16.293474,20.440214,0.43214077,-9.057965,-6.465776,-3.9002898,4.497456,-6.339901,-13.818598,844.86597,0.018166415662650603,1227.599118964676,healthy
-149.39053,141.3728,28.950583,37.320908,11.762566,8.819425,1.9171928,10.545771,7.691791,2.760604,-5.373622,2.9430032,1.774608,337.31876,0.00634765625,1764.703989162566,healthy
-225.5142,189.96135,64.82928,54.17251,-3.1721432,4.137588,-11.186391,-5.9055314,-4.4356565,-12.462622,1.9532737,-2.6632652,-5.044114,465.91968,0.011689157196969696,749.1344252956814,healthy
-101.809654,139.17169,29.566956,21.54724,8.366949,23.200846,5.902432,10.162227,4.455302,6.8181243,4.8264785,4.369344,3.081631,330.77652,0.0075472608024691355,2291.989528428885,healthy
-249.16481,189.69281,49.383373,53.305122,19.69738,0.35156024,-17.012499,-5.9610767,-6.7159023,-2.7320535,21.609062,10.140741,-12.446392,461.2943,0.00944311824845679,912.6507187266209,healthy
-130.10225,150.63571,26.405773,17.880077,0.27938884,22.267826,9.255008,7.130911,1.6491443,5.4239316,4.033784,4.042545,0.41995543,407.55032,0.008016345570388349,1788.7618975631033,healthy
-242.85626,209.93752,25.757132,38.753296,-0.73121375,0.07146316,-9.905951,-3.7467294,-8.086315,-6.401883,17.592577,-3.7560246,-11.05619,482.62988,0.012121700546116505,831.9433093286118,healthy
